,heading,content,extract_tag,len_cut_heading,len_cut_content,labels
1603,中國交通建設股份有限公司2017 年第一季度報告,2017年 - 本公司、公司、中國交建”，指中國交通建設股份有限公司。 2.  中交集團”，指中國交通建設集團有限公司。 . 36.07 主要由於計提未決訴訟損失所緻,中國 建設 2017 報告 第一季度 交通 有限公司 股份 指中國 建設 2017 中國 交建 集團 36.07 計提 決訴 損失 交通 有限公司 交集 公司 股份 主要,8.0,16.0,0
1604,烏乾達：中國交通建設涉歧視HIV員工被起訴| Business & Human Rights ,2017年 - 主頁; ▹; 烏乾達：中國交通建設涉歧視HIV員工被起訴. 本內容是一個更大的故事的一部分，但該故事沒有您的語言版本。我們仍然建議您在下列背景,烏乾達 中國 建設 涉歧視 HIV 員工 起訴 Business Human Rights 交通 故事 2017 主頁 烏乾達 中國 建設 涉歧視 HIV 員工 起訴 本內容 一個 沒有 語言 我們 建議 下列 版本 交通 背景 一部分 仍然,11.0,22.0,0
1606,鐵路招標成腐敗溫床 多傢央企被要求自查--財經--人民網,2012年 - 【視頻】審計署曝鐵道部斥1850萬元拍宣傳片未經招標 鐵路招標成腐敗溫床（  這幾傢央企包括中國鐵道建築總公司（下稱“中鐵建”）、中國交通建設,-- 鐵路 招標 成腐敗 溫床 央企 財經 自查 人民 要求 招標 中國 2012 視頻 審計署 曝鐵道 部斥 1850 萬元 宣傳片 未經 鐵路 成腐敗 溫床 這幾 央企 鐵道 建築 下稱 中鐵建 建設 交通 包括 公司,10.0,24.0,0
1607,中國交通建設股份有限公司可能收購巴西建築公司– Macauhub,2016年 - 中國交通建設股份有限公司可能收購巴西建築公司  布雷烏埃利馬煉油廠（由巴西國傢石油公司擁有）的建設中犯有腐敗、洗錢和有組織犯罪等罪行。,中國 建設 收購 建築 Macauhub 巴西 交通 有限公司 股份 可能 公司 建設 巴西 埃利 2016 中國 收購 建築 煉油廠 擁有 腐敗 洗錢 組織 犯有 布雷 罪行 犯罪 公司 交通 石油 有限公司 股份 可能,11.0,22.0,0
1608,西霞口集團有限公司與中國交通建設股份有限公司保證閤同管轄權異議 ,2013年 - 再審申請人（一審被告、二審被上訴人）：西霞口集團有限公司。 法定代錶  被申請人（一審原告、二審上訴人）：中國交通建設股份有限公司。 法定代錶,西霞口 集團 中國 建設 保證 管轄權 異議 有限公司 交通 股份 一審 二審 上訴 法定 2013 審申 西霞口 集團 申請 中國 建設 有限公司 原告 被告 交通 股份,10.0,16.0,0
1609,中國交通建設集團有限公司海外業務閤規風險防範體係介紹,為保障順利實施大海外戰略，中國交通建設集團有限公. 司(以下稱中交集團)建立  反腐敗法》，對企業閤規行為進行約束的力度越來越大，聯. 閤國相關國傢簽署瞭《反,中國 建設 集團 業務 規風險 防範體 介紹 交通 海外 有限公司 順利 實施 戰略 中國 建設 集團 稱中 敗法 企業 規行 進行 約束 越來 國相 關國 簽署 交集 反腐 越大 有限 力度 保障 交通 海外 以下 建立,10.0,26.0,0
1610,中國交通建設股份有限公司_【工商信息_注冊信息_信用報告_財務報告_ ,天眼查為您提供中國交通建設股份有限公司工商信息查詢、注冊信息查詢、企業信用  被告-青島一鳴建設工程有限公司，中國交通建設股份有限公司，東營港建設投資,報告 中國 建設 注冊 財務 信息 工商 信用 交通 有限公司 股份 建設 中國 查詢 有限公司 查為 注冊 企業 青島 一鳴 東營港 投資 交通 天眼 信息 股份 被告 工商 信用 工程 提供,11.0,20.0,28
1612,【中國交通建設股份有限公司】 - 企業信息查詢,"2018年 - 看企寶為您提供中國交通建設股份有限公司信息查詢、訴訟財務信息查詢、注冊信息查詢、電話地址查詢等企業信息查詢服務,瞭解中國交通建設股份",中國 建設 企業 查詢 交通 信息 有限公司 股份 查詢 中國 建設 信息 2018 企寶為 訴訟 財務 注冊 電話 企業 服務 瞭解 交通 股份 地址 有限公司 提供,8.0,18.0,28
1613,討論：如何遏止中國交通建設部門的腐敗風 - Radio Free Asia,2005年 - 將近10年來，中國交通建設部門有數十名廳局級乾部因貪腐遭到查處；中國高層領導不止一次就肅清交通建設部門的腐敗放狠話，似乎無濟於事。,討論 中國 建設 部門 腐敗 Radio Free Asia 遏止 交通 如何 中國 建設 部門 2005 將近 10 年來 有數 局級 乾部 貪腐 查處 高層 領導 肅清 腐敗 放狠話 無濟 交通 十名 不止一次 遭到 似乎,11.0,23.0,0
1614,劉起濤任中國交通建設集團黨委書記卸任總經理-搜狐新聞,2016年 - 劉起濤資料圖，中國交通建設集團有限公司在京召開乾部大會，國務院國資委企乾二局局長薑維亮宣布國資委黨委關於中交集團主要領導,劉起濤 任中國 建設 集團 黨委書記 總經理 新聞 卸任 搜狐 交通 二局 2016 劉起濤 資料 中國 建設 集團 召開 乾部 大會 國務院 國資委企乾 局長 維亮 國資委黨 委關 領導 交集 交通 宣布 有限公司 主要,10.0,22.0,0
1615,中國交通建設股份有限公司是否有司法涉訴信息_法院判決_失信被執行 ,"啓信寶提供中國交通建設股份有限公司風險信息查詢,幫助您瞭解中國交通建設股份有限公司法院判決時間及結果,法院公告時間及內容,失信被執行人信息,開庭公告等",中國 建設 涉訴 判決 執行 失信 司法 法院 交通 信息 是否 有限公司 股份 中國 建設 時間 法院 助您 風險 查詢 瞭解 判決 結果 內容 被執 開庭 交通 公告 信息 有限公司 失信 股份 行人 提供,13.0,21.0,0
1618,斯裏蘭卡政府叫停中資港口城項目- BBC News 中文 - BBC.com,2015年 -  的斯裏蘭卡新政府承諾，將結束它所稱的在該國已經“蔚然成風”的腐敗  斯裏蘭卡政府發言人說，中國交通建設公司股份有限公司的這個項目在未,BBC 蘭卡 中資 城項 News com 叫停 中文 港口 政府 蘭卡 蔚然 2015 承諾 將結束 所稱 該國 已經 成風 腐敗 發言人 中國 建設 這個 項目 新政府 交通 有限公司 股份 政府 公司,10.0,21.0,38
1619,關於公布交通部港航公安高級專業技術職務任職資格評審委員會2006 ,2017年 - 中華人民共和國交通運輸部通知公告：《關於公布交通部港航公安高級專業技術職務任職資格評審委員會2006年度評審  中國交通建設股份有限公司.,關於 高級 專業 技術 職務任 職資格評 審委員會 2006 港航 交通部 公安 公布 2017 中華 運輸部 關於 高級 專業 技術 職務任 職資格評 審委員會 2006 評審 中國 建設 交通 港航 交通部 公安 共和 年度 通知 公告 人民 有限公司 公布 股份,12.0,26.0,0
1620,中交資産管理有限公司,2017年 - 繁體 | En 下屬單位 + 0.01 股價8.54 中國交通建設H  最後，中國交建紀委副書記王文錦對公司黨風廉政建設和反腐敗工作給予瞭積極評價，肯定瞭,中交資 有限公司 管理 中國 建設 2017 繁體 En 下屬 單位 0.01 股價 8.54 交建紀 委副書 記王 文錦對 黨風 給予 瞭積極 評價 廉政 反腐 交通 肯定 工作 公司,3.0,24.0,0
1623,中國交通建設股份有限公司,中國交通建設股份有限公司法律事務管理辦法. 第一章  九）負責承辦法律事務，根據法定代錶人的授權參加訴訟、調解、仲裁或承辦其它非訴訟法律事務；. （十）負責與,中國 建設 交通 有限公司 股份 事務 法律 中國 建設 辦法 負責承辦 根據 授權 參加 訴訟 調解 或承辦 非訴 負責 第一章 仲裁 法定 其它 交通 有限公司 股份 管理,5.0,22.0,0
1624,公司舉行《“一帶一路”建設腐敗風險國彆研究報告》發放儀式,2018年 - ，公司在中交大廈舉行《“一帶一路”建設腐敗風險國彆研究報告》發放儀式。公司黨委副書記、紀委書記劉湘東齣席儀式並講話。 劉湘東指齣，,舉行 一帶 建設 腐敗 風險國 報告 發放 儀式 一路 研究 公司 儀式 劉湘東 2018 廈舉行 一帶 建設 腐敗 風險國 報告 發放 黨委副書記 紀委書記 並講話 交大 公司 一路 研究,11.0,17.0,0
1625,中國交通建設集團有限公司2009年度財務收支審計結果（審計署審計結果 ,2011年 - 中國交通建設集團有限公司2009年度財務收支審計結果  此外，本次審計發現並嚮有關部門移送涉嫌犯罪案件綫索3起，有關部門正在依法立案查處,審計 結果 中國 建設 集團 2009 財務 審計署 收支 年度 交通 有限公司 關部門 2011 中國 建設 集團 2009 財務 審計 結果 審計發 現並 查處 涉嫌犯罪 移送 收支 立案 依法 案件 年度 交通 本次 有限公司 此外 正在,12.0,24.0,43
1626,中國交通建設股份有限公司--中國改革網,中國交通建設股份有限公司成立於2006年，是經國務院批準，由中國交通建設集團有限公司整體重組改製並獨傢發起設立的股份有限公司，並於2006年12,中國 建設 -- 交通 改革 有限公司 股份 中國 建設 2006 有限公司 經國務院 批準 集團 整體 重組 12 交通 股份 成立,7.0,13.0,23
1628,民政部公布第三批涉嫌非法社會組織名單 - 中華人民共和國民政部,2018年 - 民政部社會組織管理局公布最新一批未在民政部門登記的涉嫌非法社會組織名單。“中國美麗鄉村産業  中國交通建設管理專業委員會. 20.,民政部 社會 組織 名單 中華 第三批 共和 涉嫌 非法 人民 公布 社會 組織 中國 民政部 2018 門登記 名單 美麗鄉 建設 專業 委員會 20 管理局 涉嫌 非法 一批 最新 交通 公布 管理,11.0,20.0,20
1629,危害加拿大國傢安全中國腐敗國企收購愛康受阻- 無憂資訊,2018年 - 中國交通建設股份有限公司（CCCC）作為中國國有控股企業和世界上最大的基礎設施公司之一，卻在建設安全和腐敗方麵的記錄很差。 近年來，,中國 腐敗國 企收 購愛康 無憂 資訊 受阻 危害 加拿大 安全 2018 中國 建設 CCCC 作為 中國國 企業 基礎 設施 腐敗方 記錄 在建 近年 控股 交通 安全 有限公司 股份 之一 最大 世界 公司,10.0,22.0,0
1630,民政部公布“中國KTV協會”等40傢涉嫌非法社會組織-新聞中心-中國寜波網,2018年 - 15.中國水利建設信息中心. 16.中國KTV協會. 17.中國青年社會學會. 18.濟南大學校友會. 19.中國交通建設管理專業委員會. 20.中聯民族産業研究院.,中國 KTV 協會 40 社會 組織 新聞 波網 民政部 涉嫌 非法 公布 中心 中國 建設 2018 15 16 KTV 協會 17 社會 學會 18 濟南大學 19 專業 委員會 20 中聯 校友 信息中心 水利 研究院 青年 交通 民族 管理,13.0,25.0,20
1631,消防設計審核20180514-20180520共40條«結果公示  - 深圳市公安局,2018年 - 深圳市公安局互聯網門戶網站是深圳市公安局唯一通過國際互聯網對外  工程名稱:中國交通建設股份有限公司南方分公司辦公室內裝修消防工程,深圳市公安局 設計 審核 20180514 20180520 40 結果 消防 公示 深圳市公安局 2018 互聯 網門戶 網站 通過 國際 互聯網 名稱 中國 建設 內裝修 消防工程 公室 分公司 南方 唯一 交通 工程 有限公司 股份,9.0,21.0,0
1632,中交建設否認在孟加拉行賄贏取項目-債券頻道-和訊網,2009年 - 對此，中國交通建設稱，目前公司及中國港灣不知該報道是否屬實。  對此，中交建設申明，公司及中國港灣沒收到成為訴訟被告的通知，也未收到,中交建 設否 認在 行賄 贏取 項目 債券 頻道 和訊網 孟加拉 中國 對此 港灣 收到 2009 建設 報道 屬實 中交建設 成為 訴訟 申明 被告 公司 通知 交通 是否 不知 目前,10.0,19.0,0
1633,中企究竟為何被高懸世行黑名單,2015年 -  中國建築、大慶油田路橋工程有限責任公司、中國交通建設股份有限公司、  而據媒體報道，世行之所以把中國建築列入黑名單，是因為中建涉嫌在,為何 黑名 中企 世行 究竟 中國 建築 2015 大慶 路橋 責任 建設 而據 媒體 報道 黑名 因為 世行 油田 中建 涉嫌 列入 之所以 有限 交通 工程 有限公司 股份 公司,5.0,24.0,4
1634,12國企涉賄賂世銀列黑名單_行業資訊_華潤集團歡迎您,2015年 -  下同），在管理上「自己管自己」，監管「真空」令腐敗官員乘機牟利。  黑名單」的國企，包括大慶油田路橋工程有限責任公司、中國交通建設股份有限,12 國企涉 賄賂 世銀列 黑名 行業 資訊 華潤 集團 歡迎 股份有限 2015 監管 令腐敗 官員 乘機 黑名 國企 大慶 路橋 責任 中國 建設 牟利 下同 油田 真空 自己 有限 交通 工程 管理 包括 公司,10.0,24.0,4
1635,關於中國交通建設集團有限公司非公開發行2017年可交換公司債券（第一 ,2017年 - 關於中國交通建設集團有限公司非公開發行2017年可交換公司債券（第一  債券在本所掛牌，不錶明本所對發行人的經營風險、償債風險、訴訟風險,關於中國 建設 集團 開發行 2017 可交換 債券 非公 交通 有限公司 第一 公司 風險 2017 債券 關於中國 建設 集團 開發行 可交換 掛牌 明本 經營 償債 訴訟 非公 行人 交通 有限公司 第一 公司,12.0,19.0,0
1636,審計報告 - 深圳證券交易所,2018年 - 我們審計瞭中國交通建設集團有限公司（以下簡稱“中交集團”）財務報錶，  如：與對方存在爭議或涉及訴訟、仲裁的應收款項；已有明顯跡象錶明債.,審計 報告 證券 交易所 深圳 2018 我們 審計 瞭中國 建設 集團 簡稱 財務報 對方 爭議 訴訟 明顯跡 明債 收款 交集 仲裁 交通 已有 涉及 有限公司 以下 存在,5.0,22.0,0
1637,中國交通建設股市圈錢/紅星閃閃,2012年 - 郭將軍，中國交通建設目前呈實際性、戰略性、進行性虧損，官員貪汙腐敗、揮霍無度極為嚴重，且政府坐莊股市，現在官員又想通過中國交通建設31,中國 建設 圈錢 紅星 交通 股市 中國 建設 官員 2012 郭將 實際性 戰略性 進行性 虧損 腐敗 霍無度 極為 嚴重 坐莊 現在 通過 31 交通 股市 政府 目前,6.0,21.0,0
1638,德勤馬來西亞中國服務部拜訪部分檳城中資企業代錶和中國駐  - Deloitte,五），副領事刑敏（右四）於中國駐馬來西亞檳城總領事館. 閤影. 圖為德勤  圖為中國交通建設集團馬來西亞STP2 工程項目經理部財務. 總監關維勤先生介紹檳城項目,中國 德勤馬來 西亞 服務部 拜訪 資企業代 Deloitte 城中 部分 中國 圖為 項目 領事 刑敏 右四 駐馬來 西亞檳城 總領 事館 閤影 建設 集團馬來 西亞 STP2 經理部 財務 總監 關維勤 介紹 檳城 德勤 交通 工程 先生,9.0,25.0,0
